run_id,timestamp,tick,device_id,device_type,metric,value,blocked
run_1,1773412453.4510825,8,device-2,smart_bulb,temperature,88.3674,0
run_1,1773412453.4738622,8,device-3,thermostat,traffic_rate,80.6468,0
run_1,1773412453.4738622,8,device-3,thermostat,cpu_load,80.6954,0
run_1,1773412453.4738622,8,device-3,thermostat,memory_usage,91.9318,0
run_1,1773412453.4738622,8,device-3,thermostat,temperature,84.1507,0
run_1,1773412455.4959552,9,device-1,smart_lock,traffic_rate,13.319,0
run_1,1773412455.4959552,9,device-1,smart_lock,cpu_load,25.9017,0
run_1,1773412455.4959552,9,device-1,smart_lock,memory_usage,39.3433,0
run_1,1773412455.4959552,9,device-1,smart_lock,temperature,39.7431,0
run_1,1773412455.4959552,9,device-1,smart_lock,battery_level,81.6174,0
run_1,1773412455.525315,9,device-2,smart_bulb,traffic_rate,95.7314,0
run_1,1773412455.525315,9,device-2,smart_bulb,cpu_load,75.3859,0
run_1,1773412455.525315,9,device-2,smart_bulb,memory_usage,86.7382,0
run_1,1773412455.525315,9,device-2,smart_bulb,temperature,91.2163,0
run_1,1773412455.5457232,9,device-3,thermostat,traffic_rate,97.8753,0
run_1,1773412455.5457232,9,device-3,thermostat,cpu_load,94.8302,0
run_1,1773412455.5457232,9,device-3,thermostat,memory_usage,92.3282,0
run_1,1773412455.5457232,9,device-3,thermostat,temperature,90.003,0
run_1,1773412457.5698788,10,device-1,smart_lock,traffic_rate,10.0932,0
run_1,1773412457.5698788,10,device-1,smart_lock,cpu_load,24.3864,0
run_1,1773412457.5698788,10,device-1,smart_lock,memory_usage,31.7116,0
run_1,1773412457.5698788,10,device-1,smart_lock,temperature,37.1026,0
run_1,1773412457.5698788,10,device-1,smart_lock,battery_level,85.3596,0
run_1,1773412457.6031582,10,device-2,smart_bulb,traffic_rate,83.1875,0
run_1,1773412457.6031582,10,device-2,smart_bulb,cpu_load,91.1237,0
run_1,1773412457.6031582,10,device-2,smart_bulb,memory_usage,88.9266,0
run_1,1773412457.6031582,10,device-2,smart_bulb,temperature,91.7947,0
run_1,1773412457.641209,10,device-3,thermostat,traffic_rate,85.4923,0
run_1,1773412457.641209,10,device-3,thermostat,cpu_load,91.3308,0
run_1,1773412457.641209,10,device-3,thermostat,memory_usage,87.0897,0
run_1,1773412457.641209,10,device-3,thermostat,temperature,75.1596,0
run_2,1773412474.4566355,1,device-1,smart_lock,traffic_rate,14.4285,0
run_2,1773412474.4566355,1,device-1,smart_lock,cpu_load,36.5926,0
run_2,1773412474.4566355,1,device-1,smart_lock,memory_usage,49.9171,0
run_2,1773412474.4566355,1,device-1,smart_lock,temperature,38.7782,0
run_2,1773412474.4566355,1,device-1,smart_lock,battery_level,99.207,0
run_2,1773412474.5307415,1,device-2,smart_bulb,traffic_rate,24.9173,0
run_2,1773412474.5307415,1,device-2,smart_bulb,cpu_load,34.8565,0
run_2,1773412474.5307415,1,device-2,smart_bulb,memory_usage,36.6715,0
run_2,1773412474.5307415,1,device-2,smart_bulb,temperature,46.8623,0
run_2,1773412474.5555432,1,device-3,thermostat,traffic_rate,10.1357,0
run_2,1773412474.5555432,1,device-3,thermostat,cpu_load,31.9962,0
run_2,1773412474.5555432,1,device-3,thermostat,memory_usage,38.2148,0
run_2,1773412474.5555432,1,device-3,thermostat,temperature,43.6052,0
run_2,1773412476.5796409,2,device-1,smart_lock,traffic_rate,18.4544,0
run_2,1773412476.5796409,2,device-1,smart_lock,cpu_load,33.7879,0
run_2,1773412476.5796409,2,device-1,smart_lock,memory_usage,54.3752,0
run_2,1773412476.5796409,2,device-1,smart_lock,temperature,40.5616,0
run_2,1773412476.5796409,2,device-1,smart_lock,battery_level,94.3444,0
run_2,1773412476.6114438,2,device-2,smart_bulb,traffic_rate,17.7195,0
run_2,1773412476.6114438,2,device-2,smart_bulb,cpu_load,25.2829,0
run_2,1773412476.6114438,2,device-2,smart_bulb,memory_usage,57.4995,0
run_2,1773412476.6114438,2,device-2,smart_bulb,temperature,53.5255,0
run_2,1773412476.647582,2,device-3,thermostat,traffic_rate,22.2988,0
run_2,1773412476.647582,2,device-3,thermostat,cpu_load,22.3096,0
run_2,1773412476.647582,2,device-3,thermostat,memory_usage,56.4545,0
run_2,1773412476.647582,2,device-3,thermostat,temperature,41.4186,0
run_2,1773412478.6679513,3,device-1,smart_lock,traffic_rate,22.7666,0
run_2,1773412478.6679513,3,device-1,smart_lock,cpu_load,26.7034,0
run_2,1773412478.6679513,3,device-1,smart_lock,memory_usage,50.6659,0
run_2,1773412478.6679513,3,device-1,smart_lock,temperature,45.0921,0
run_2,1773412478.6679513,3,device-1,smart_lock,battery_level,90.4778,0
run_2,1773412478.70252,3,device-2,smart_bulb,traffic_rate,16.9571,0
run_2,1773412478.70252,3,device-2,smart_bulb,cpu_load,15.7308,0
run_2,1773412478.70252,3,device-2,smart_bulb,memory_usage,58.2855,0
run_2,1773412478.70252,3,device-2,smart_bulb,temperature,38.101,0
run_2,1773412478.725843,3,device-3,thermostat,traffic_rate,23.7547,0
run_2,1773412478.725843,3,device-3,thermostat,cpu_load,32.5942,0
run_2,1773412478.725843,3,device-3,thermostat,memory_usage,41.2855,0
run_2,1773412478.725843,3,device-3,thermostat,temperature,53.9632,0
run_2,1773412480.7495377,4,device-1,smart_lock,traffic_rate,14.5377,0
run_2,1773412480.7495377,4,device-1,smart_lock,cpu_load,19.407,0
run_2,1773412480.7495377,4,device-1,smart_lock,memory_usage,54.7083,0
run_2,1773412480.7495377,4,device-1,smart_lock,temperature,51.1045,0
run_2,1773412480.7495377,4,device-1,smart_lock,battery_level,82.9227,0
run_2,1773412480.7816067,4,device-2,smart_bulb,traffic_rate,14.0524,0
run_2,1773412480.7816067,4,device-2,smart_bulb,cpu_load,30.0232,0
run_2,1773412480.7816067,4,device-2,smart_bulb,memory_usage,44.4082,0
run_2,1773412480.7816067,4,device-2,smart_bulb,temperature,45.8599,0
run_2,1773412480.8071396,4,device-3,thermostat,traffic_rate,23.8963,0
run_2,1773412480.8071396,4,device-3,thermostat,cpu_load,26.3832,0
run_2,1773412480.8071396,4,device-3,thermostat,memory_usage,36.0556,0
run_2,1773412480.8071396,4,device-3,thermostat,temperature,54.3103,0
run_2,1773412482.8342972,5,device-1,smart_lock,traffic_rate,18.0493,0
run_2,1773412482.8342972,5,device-1,smart_lock,cpu_load,30.6079,0
run_2,1773412482.8342972,5,device-1,smart_lock,memory_usage,36.2632,0
run_2,1773412482.8342972,5,device-1,smart_lock,temperature,53.2557,0
run_2,1773412482.8342972,5,device-1,smart_lock,battery_level,92.9879,0
run_2,1773412482.8654706,5,device-2,smart_bulb,traffic_rate,16.8073,0
run_2,1773412482.8654706,5,device-2,smart_bulb,cpu_load,23.7612,0
run_2,1773412482.8654706,5,device-2,smart_bulb,memory_usage,33.0875,0
run_2,1773412482.8654706,5,device-2,smart_bulb,temperature,42.4173,0
run_2,1773412482.885321,5,device-3,thermostat,traffic_rate,22.1138,0
run_2,1773412482.885321,5,device-3,thermostat,cpu_load,31.4403,0
run_2,1773412482.885321,5,device-3,thermostat,memory_usage,30.6005,0
run_2,1773412482.885321,5,device-3,thermostat,temperature,48.8027,0
run_2,1773412484.9071033,6,device-1,smart_lock,traffic_rate,22.283,0
run_2,1773412484.9071033,6,device-1,smart_lock,cpu_load,40.0052,0
run_2,1773412484.9071033,6,device-1,smart_lock,memory_usage,33.536,0
run_2,1773412484.9071033,6,device-1,smart_lock,temperature,48.9543,0
run_2,1773412484.9071033,6,device-1,smart_lock,battery_level,77.9646,0
run_2,1773412484.9366274,6,device-2,smart_bulb,traffic_rate,20.8592,0
run_2,1773412484.9366274,6,device-2,smart_bulb,cpu_load,40.3565,0
run_2,1773412484.9366274,6,device-2,smart_bulb,memory_usage,49.6101,0
run_2,1773412484.9366274,6,device-2,smart_bulb,temperature,53.0865,0
run_2,1773412484.960945,6,device-3,thermostat,traffic_rate,23.73,0
run_2,1773412484.960945,6,device-3,thermostat,cpu_load,42.4138,0
run_2,1773412484.960945,6,device-3,thermostat,memory_usage,38.1517,0
run_2,1773412484.960945,6,device-3,thermostat,temperature,49.8801,0
run_2,1773412486.9859333,7,device-1,smart_lock,traffic_rate,24.2297,0
run_2,1773412486.9859333,7,device-1,smart_lock,cpu_load,40.7986,0
run_2,1773412486.9859333,7,device-1,smart_lock,memory_usage,55.866,0
run_2,1773412486.9859333,7,device-1,smart_lock,temperature,48.1951,0
run_2,1773412486.9859333,7,device-1,smart_lock,battery_level,93.9885,0
run_2,1773412487.021723,7,device-2,smart_bulb,traffic_rate,12.7088,0
run_2,1773412487.021723,7,device-2,smart_bulb,cpu_load,23.1093,0
run_2,1773412487.021723,7,device-2,smart_bulb,memory_usage,43.1186,0
run_2,1773412487.021723,7,device-2,smart_bulb,temperature,43.0005,0
run_2,1773412487.048838,7,device-3,thermostat,traffic_rate,24.0443,0
run_2,1773412487.048838,7,device-3,thermostat,cpu_load,25.7264,0
run_2,1773412487.048838,7,device-3,thermostat,memory_usage,56.3432,0
run_2,1773412487.048838,7,device-3,thermostat,temperature,36.1344,0
run_2,1773412489.0777755,8,device-1,smart_lock,traffic_rate,98.9628,0
run_2,1773412489.0777755,8,device-1,smart_lock,cpu_load,84.986,0
run_2,1773412489.0777755,8,device-1,smart_lock,memory_usage,94.8078,0
run_2,1773412489.0777755,8,device-1,smart_lock,temperature,83.2123,0
run_2,1773412489.0777755,8,device-1,smart_lock,battery_level,5.4401,0
run_2,1773412489.1184158,8,device-2,smart_bulb,traffic_rate,15.5763,0
run_2,1773412489.1184158,8,device-2,smart_bulb,cpu_load,42.5579,0
run_2,1773412489.1184158,8,device-2,smart_bulb,memory_usage,54.2424,0
run_2,1773412489.1184158,8,device-2,smart_bulb,temperature,42.1908,0
run_2,1773412489.1463137,8,device-3,thermostat,traffic_rate,99.5832,0
run_2,1773412489.1463137,8,device-3,thermostat,cpu_load,85.8244,0
run_2,1773412489.1463137,8,device-3,thermostat,memory_usage,95.4803,0
run_2,1773412489.1463137,8,device-3,thermostat,temperature,77.9322,0
run_2,1773412491.1736543,9,device-1,smart_lock,traffic_rate,89.9373,0
run_2,1773412491.1736543,9,device-1,smart_lock,cpu_load,94.7694,0
run_2,1773412491.1736543,9,device-1,smart_lock,memory_usage,86.7533,0
run_2,1773412491.1736543,9,device-1,smart_lock,temperature,89.3262,0
run_2,1773412491.1736543,9,device-1,smart_lock,battery_level,17.2365,0
run_2,1773412491.208109,9,device-2,smart_bulb,traffic_rate,21.1475,0
run_2,1773412491.208109,9,device-2,smart_bulb,cpu_load,18.8956,0
run_2,1773412491.208109,9,device-2,smart_bulb,memory_usage,56.3503,0
run_2,1773412491.208109,9,device-2,smart_bulb,temperature,52.8253,0
run_2,1773412491.2307003,9,device-3,thermostat,traffic_rate,95.5405,0
run_2,1773412491.2307003,9,device-3,thermostat,cpu_load,93.1818,0
run_2,1773412491.2307003,9,device-3,thermostat,memory_usage,92.5444,0
run_2,1773412491.2307003,9,device-3,thermostat,temperature,88.2075,0
run_2,1773412493.2524233,10,device-1,smart_lock,traffic_rate,80.7341,0
run_2,1773412493.2524233,10,device-1,smart_lock,cpu_load,70.5884,0
run_2,1773412493.2524233,10,device-1,smart_lock,memory_usage,85.5587,0
run_2,1773412493.2524233,10,device-1,smart_lock,temperature,92.4815,0
run_2,1773412493.2524233,10,device-1,smart_lock,battery_level,6.7676,0
run_2,1773412493.2827425,10,device-2,smart_bulb,traffic_rate,15.425,0
run_2,1773412493.2827425,10,device-2,smart_bulb,cpu_load,19.2438,0
run_2,1773412493.2827425,10,device-2,smart_bulb,memory_usage,40.3875,0
run_2,1773412493.2827425,10,device-2,smart_bulb,temperature,40.8642,0
run_2,1773412493.30363,10,device-3,thermostat,traffic_rate,98.251,0
run_2,1773412493.30363,10,device-3,thermostat,cpu_load,90.6635,0
run_2,1773412493.30363,10,device-3,thermostat,memory_usage,88.6671,0
run_2,1773412493.30363,10,device-3,thermostat,temperature,81.7992,0
run_3,1773412510.1164837,1,device-1,smart_lock,traffic_rate,10.4937,0
run_3,1773412510.1164837,1,device-1,smart_lock,cpu_load,31.8032,0
run_3,1773412510.1164837,1,device-1,smart_lock,memory_usage,46.9174,0
run_3,1773412510.1164837,1,device-1,smart_lock,temperature,51.5328,0
run_3,1773412510.1164837,1,device-1,smart_lock,battery_level,97.1765,0
run_3,1773412510.1482465,1,device-2,smart_bulb,traffic_rate,16.8446,0
run_3,1773412510.1482465,1,device-2,smart_bulb,cpu_load,38.2214,0
run_3,1773412510.1482465,1,device-2,smart_bulb,memory_usage,32.2655,0
run_3,1773412510.1482465,1,device-2,smart_bulb,temperature,51.8585,0
run_3,1773412510.1745875,1,device-3,thermostat,traffic_rate,10.0817,0
run_3,1773412510.1745875,1,device-3,thermostat,cpu_load,29.3063,0
run_3,1773412510.1745875,1,device-3,thermostat,memory_usage,47.4254,0
run_3,1773412510.1745875,1,device-3,thermostat,temperature,40.9432,0
run_3,1773412512.19884,2,device-1,smart_lock,traffic_rate,14.5786,0
run_3,1773412512.19884,2,device-1,smart_lock,cpu_load,32.6176,0
run_3,1773412512.19884,2,device-1,smart_lock,memory_usage,42.4408,0
run_3,1773412512.19884,2,device-1,smart_lock,temperature,54.4417,0
run_3,1773412512.19884,2,device-1,smart_lock,battery_level,99.9111,0
run_3,1773412512.2310355,2,device-2,smart_bulb,traffic_rate,22.6893,0
run_3,1773412512.2310355,2,device-2,smart_bulb,cpu_load,40.5397,0
run_3,1773412512.2310355,2,device-2,smart_bulb,memory_usage,39.129,0
run_3,1773412512.2310355,2,device-2,smart_bulb,temperature,42.2437,0
run_3,1773412512.2545412,2,device-3,thermostat,traffic_rate,11.9436,0
run_3,1773412512.2545412,2,device-3,thermostat,cpu_load,31.5266,0
run_3,1773412512.2545412,2,device-3,thermostat,memory_usage,56.136,0
run_3,1773412512.2545412,2,device-3,thermostat,temperature,36.0225,0
run_3,1773412514.2765179,3,device-1,smart_lock,traffic_rate,12.443,0
run_3,1773412514.2765179,3,device-1,smart_lock,cpu_load,30.8766,0
run_3,1773412514.2765179,3,device-1,smart_lock,memory_usage,32.0519,0
run_3,1773412514.2765179,3,device-1,smart_lock,temperature,51.6453,0
run_3,1773412514.2765179,3,device-1,smart_lock,battery_level,90.9773,0
run_3,1773412514.3135972,3,device-2,smart_bulb,traffic_rate,12.9427,0
run_3,1773412514.3135972,3,device-2,smart_bulb,cpu_load,40.3362,0
run_3,1773412514.3135972,3,device-2,smart_bulb,memory_usage,53.0719,0
run_3,1773412514.3135972,3,device-2,smart_bulb,temperature,43.578,0
run_3,1773412514.333706,3,device-3,thermostat,traffic_rate,10.8137,0
run_3,1773412514.333706,3,device-3,thermostat,cpu_load,31.7791,0
run_3,1773412514.333706,3,device-3,thermostat,memory_usage,36.6254,0
run_3,1773412514.333706,3,device-3,thermostat,temperature,50.0848,0
run_3,1773412516.353916,4,device-1,smart_lock,traffic_rate,20.9465,0
run_3,1773412516.353916,4,device-1,smart_lock,cpu_load,36.0467,0
run_3,1773412516.353916,4,device-1,smart_lock,memory_usage,36.641,0
run_3,1773412516.353916,4,device-1,smart_lock,temperature,41.2418,0
run_3,1773412516.353916,4,device-1,smart_lock,battery_level,71.306,0
run_3,1773412516.3868656,4,device-2,smart_bulb,traffic_rate,24.972,0
run_3,1773412516.3868656,4,device-2,smart_bulb,cpu_load,24.2513,0
run_3,1773412516.3868656,4,device-2,smart_bulb,memory_usage,49.4386,0
run_3,1773412516.3868656,4,device-2,smart_bulb,temperature,52.7685,0
run_3,1773412516.407236,4,device-3,thermostat,traffic_rate,24.7432,0
run_3,1773412516.407236,4,device-3,thermostat,cpu_load,32.9115,0
run_3,1773412516.407236,4,device-3,thermostat,memory_usage,34.6252,0
run_3,1773412516.407236,4,device-3,thermostat,temperature,40.5141,0
run_3,1773412518.426496,5,device-1,smart_lock,traffic_rate,19.1166,0
run_3,1773412518.426496,5,device-1,smart_lock,cpu_load,18.5027,0
run_3,1773412518.426496,5,device-1,smart_lock,memory_usage,34.0909,0
run_3,1773412518.426496,5,device-1,smart_lock,temperature,42.2547,0
run_3,1773412518.426496,5,device-1,smart_lock,battery_level,83.9532,0
run_3,1773412518.456982,5,device-2,smart_bulb,traffic_rate,14.1219,0
run_3,1773412518.456982,5,device-2,smart_bulb,cpu_load,32.9897,0
run_3,1773412518.456982,5,device-2,smart_bulb,memory_usage,44.0034,0
run_3,1773412518.456982,5,device-2,smart_bulb,temperature,36.8967,0
run_3,1773412518.4787555,5,device-3,thermostat,traffic_rate,11.2146,0
run_3,1773412518.4787555,5,device-3,thermostat,cpu_load,21.6024,0
run_3,1773412518.4787555,5,device-3,thermostat,memory_usage,33.0912,0
run_3,1773412518.4787555,5,device-3,thermostat,temperature,40.1766,0
run_3,1773412520.4992914,6,device-1,smart_lock,traffic_rate,14.8596,0
run_3,1773412520.4992914,6,device-1,smart_lock,cpu_load,24.7652,0
run_3,1773412520.4992914,6,device-1,smart_lock,memory_usage,30.484,0
run_3,1773412520.4992914,6,device-1,smart_lock,temperature,49.414,0
run_3,1773412520.4992914,6,device-1,smart_lock,battery_level,88.813,0
run_3,1773412520.5311327,6,device-2,smart_bulb,traffic_rate,87.2943,0
run_3,1773412520.5311327,6,device-2,smart_bulb,cpu_load,78.727,0
run_3,1773412520.5311327,6,device-2,smart_bulb,memory_usage,86.9529,0
run_3,1773412520.5311327,6,device-2,smart_bulb,temperature,93.847,0
run_3,1773412520.5542533,6,device-3,thermostat,traffic_rate,16.3402,0
run_3,1773412520.5542533,6,device-3,thermostat,cpu_load,16.084,0
run_3,1773412520.5542533,6,device-3,thermostat,memory_usage,38.4782,0
run_3,1773412520.5542533,6,device-3,thermostat,temperature,49.4497,0
run_3,1773412522.5759645,7,device-1,smart_lock,traffic_rate,16.5776,0
run_3,1773412522.5759645,7,device-1,smart_lock,cpu_load,31.6756,0
run_3,1773412522.5759645,7,device-1,smart_lock,memory_usage,45.0196,0
run_3,1773412522.5759645,7,device-1,smart_lock,temperature,40.1373,0
run_3,1773412522.5759645,7,device-1,smart_lock,battery_level,89.5482,0
run_3,1773412522.6059365,7,device-2,smart_bulb,traffic_rate,98.7905,0
run_3,1773412522.6059365,7,device-2,smart_bulb,cpu_load,91.3594,0
run_3,1773412522.6059365,7,device-2,smart_bulb,memory_usage,96.0761,0
run_3,1773412522.6059365,7,device-2,smart_bulb,temperature,78.8676,0
run_3,1773412522.6429987,7,device-3,thermostat,traffic_rate,18.0106,0
run_3,1773412522.6429987,7,device-3,thermostat,cpu_load,24.3194,0
run_3,1773412522.6429987,7,device-3,thermostat,memory_usage,38.9361,0
run_3,1773412522.6429987,7,device-3,thermostat,temperature,35.6921,0
run_3,1773412524.665895,8,device-1,smart_lock,traffic_rate,14.1415,0
run_3,1773412524.665895,8,device-1,smart_lock,cpu_load,44.0196,0
run_3,1773412524.665895,8,device-1,smart_lock,memory_usage,49.2416,0
run_3,1773412524.665895,8,device-1,smart_lock,temperature,42.8127,0
run_3,1773412524.665895,8,device-1,smart_lock,battery_level,94.1593,0
run_3,1773412524.7029953,8,device-2,smart_bulb,traffic_rate,89.6115,0
run_3,1773412524.7029953,8,device-2,smart_bulb,cpu_load,70.1284,0
run_3,1773412524.7029953,8,device-2,smart_bulb,memory_usage,96.8322,0
run_3,1773412524.7029953,8,device-2,smart_bulb,temperature,90.9101,0
run_3,1773412524.730759,8,device-3,thermostat,traffic_rate,19.3166,0
run_3,1773412524.730759,8,device-3,thermostat,cpu_load,36.3773,0
run_3,1773412524.730759,8,device-3,thermostat,memory_usage,41.8843,0
run_3,1773412524.730759,8,device-3,thermostat,temperature,38.4748,0
run_3,1773412526.7608943,9,device-1,smart_lock,traffic_rate,15.2691,0
run_3,1773412526.7608943,9,device-1,smart_lock,cpu_load,44.8851,0
run_3,1773412526.7608943,9,device-1,smart_lock,memory_usage,53.9054,0
run_3,1773412526.7608943,9,device-1,smart_lock,temperature,45.8155,0
run_3,1773412526.7608943,9,device-1,smart_lock,battery_level,89.7586,0
run_3,1773412526.792515,9,device-2,smart_bulb,traffic_rate,84.9401,0
run_3,1773412526.792515,9,device-2,smart_bulb,cpu_load,83.5888,0
run_3,1773412526.792515,9,device-2,smart_bulb,memory_usage,90.3676,0
run_3,1773412526.792515,9,device-2,smart_bulb,temperature,78.8065,0
